timestamp,wind_speed
1656705600,6.12
1656709200,4.86
1656712800,4.14
1656716400,3.78
1656720000,4.14
1656723600,5.58
1656727200,7.56
1656730800,4.68
1656734400,2.52
1656738000,4.5
1656741600,4.32
1656745200,4.68
1656748800,3.24
1656752400,5.58
1656756000,5.94
1656759600,5.76
1656763200,7.02
1656766800,2.34
1656770400,4.86
1656774000,6.3
1656777600,7.38
1656781200,4.68
1656784800,0
1656788400,0
1656792000,0.72
1656795600,4.86
1656799200,2.52
1656802800,3.78
1656806400,5.04
1656810000,4.14
1656813600,5.76
1656817200,5.94
1656820800,2.52
1656824400,2.34
1656828000,2.7
1656831600,0.54
1656835200,7.92
1656838800,4.14
1656842400,5.76
1656846000,6.3
1656849600,5.58
1656853200,10.08
1656856800,4.68
1656860400,8.64
1656864000,5.76
1656867600,5.22
1656871200,0
1656874800,0
1656878400,0.72
1656882000,3.42
1656885600,4.32
1656889200,5.04
1656892800,4.32
1656896400,4.32
1656900000,3.6
1656903600,4.32
1656907200,3.96
1656910800,3.96
1656914400,0.18
1656918000,4.14
1656921600,6.48
1656925200,5.04
1656928800,7.02
1656932400,7.92
1656936000,4.5
1656939600,9.54
1656943200,6.3
1656946800,5.94
1656950400,7.56
1656954000,3.06
1656957600,1.44
1656961200,5.94
1656964800,0
1656968400,1.62
1656972000,2.88
1656975600,3.42
1656979200,3.78
1656982800,5.04
1656986400,3.06
1656990000,0.18
1656993600,4.5
1656997200,3.78
1657000800,5.22
1657004400,2.16
1657008000,6.48
1657011600,7.92
1657015200,6.84
1657018800,5.22
1657022400,10.98
1657026000,5.76
1657029600,3.78
1657033200,5.94
1657036800,4.5
1657040400,0.9
1657044000,0.9
1657047600,0.9
1657051200,1.8
1657054800,4.86
